team,year,medal,sport,name
Germany,2012,Silver,Canoeing,Tina Dietze
France,2012,Silver,Basketball,Jennifer Digbeu (-Gadiou)
France,2012,Gold,Handball,Didier Dominique Dinart
United States,2012,Gold,Athletics,Diamond Brittany Dixon
Australia,2012,Bronze,Swimming,Tommaso D'Orsogna
Sweden,2012,Silver,Handball,Dalibor Doder
Hungary,2012,Gold,Canoeing,Rudolf Dombi
United States,2012,Gold,Swimming,Claire Christine Donahue
Italy,2012,Bronze,Athletics,Fabrizio Donato
Hungary,2012,Bronze,Canoeing,Natasa Douchev-Janics
Hungary,2012,Silver,Canoeing,Natasa Douchev-Janics
United States,2012,Gold,Gymnastics,"Gabrielle Christina Victoria ""Gabby"" Douglas"
United States,2012,Gold,Gymnastics,"Gabrielle Christina Victoria ""Gabby"" Douglas"
United States,2012,Gold,Water Polo,Annika Elise Madsen Dries
Canada,2012,Bronze,Athletics,Derek Drouin
Great Britain,2012,Gold,Equestrianism,Charlotte Susan Jane Dujardin
Great Britain,2012,Gold,Equestrianism,Charlotte Susan Jane Dujardin
United States,2012,Bronze,Diving,Troy Matthew Bek Dumais
France,2012,Silver,Basketball,Cline Dumerc
Australia,2012,Silver,Rowing,Joshua Dunkley-Smith
United States,2012,Gold,Basketball,Kevin Wayne Durant
United States,2012,Gold,Swimming,Conor James Dwyer
Australia,2012,Bronze,Hockey,Jamie Raymond Dwyer
United States,2012,Gold,Athletics,Ashton James Eaton
Japan,2012,Bronze,Volleyball,Yukiko Ebata
Japan,2012,Bronze,Judo,Masashi Ebinuma
Australia,2012,Bronze,Cycling,Annette Edmondson
Great Britain,2012,Bronze,Rowing,"Richard Phillip ""Ric"" Egington"
Sweden,2012,Silver,Handball,Lars Niclas Ekberg
Sweden,2012,Silver,Handball,Kim Andreas Ekdahl du Rietz
United States,2012,Silver,Archery,Brady Lee Ellison
Australia,2012,Gold,Swimming,Brittany Joyce Elmslie
Australia,2012,Silver,Swimming,Brittany Joyce Elmslie
Australia,2012,Silver,Swimming,Brittany Joyce Elmslie
France,2012,Bronze,Judo,Gvrise Emane
United States,2012,Bronze,Shooting,"Matthew D. ""Matt"" Emmons"
Germany,2012,Bronze,Cycling,Ren Enders
Great Britain,2012,Gold,Athletics,Jessica Phyllis Ennis-Hill
Italy,2012,Silver,Fencing,Arianna Errigo
Italy,2012,Gold,Fencing,Arianna Errigo
United States,2012,Bronze,Boxing,Marlen Esparza Puentes
France,2012,Gold,Canoeing,Tony Estanguet
France,2012,Bronze,Swimming,Ophlie-Cyrielle Etienne
Sweden,2012,Bronze,Wrestling,Johan Magnus Eurn
Australia,2012,Silver,Swimming,Blair Catherine Evans
Great Britain,2012,Silver,Boxing,"Freddie William ""Fred"" Evans"
Italy,2012,Silver,Shooting,Massimo Fabbrizi
Great Britain,2012,Gold,Athletics,"Mohamed Muktar Jama ""Mo"" Farah"
Great Britain,2012,Gold,Athletics,"Mohamed Muktar Jama ""Mo"" Farah"
France,2012,Bronze,Swimming,Margaux Farrell
Hungary,2012,Gold,Canoeing,Krisztina Fazekas Zur
Italy,2012,Bronze,Volleyball,Alessandro Fei
United States,2012,Silver,Swimming,"James ""Jimmy"" Feigen"
United States,2012,Gold,Athletics,Allyson Michelle Felix
United States,2012,Gold,Athletics,Allyson Michelle Felix
United States,2012,Gold,Athletics,Allyson Michelle Felix
Italy,2012,Silver,Water Polo,Maurizio Felugo
France,2012,Gold,Canoeing,Emilie Fer
France,2012,Gold,Handball,Jrme Fernandez
Italy,2012,Silver,Water Polo,Pietro Figlioli
Canada,2012,Bronze,Football,Jonelle Filigno
Canada,2012,Bronze,Diving,Roseline Filion
Italy,2012,Silver,Water Polo,Deni Fiorentini
Great Britain,2012,Bronze,Rowing,James Christian Foad
Italy,2012,Bronze,Cycling,Marco Aurelio Fontana
Italy,2012,Bronze,Judo,Rosalba Forciniti
Australia,2012,Bronze,Hockey,Russell Ford
Germany,2012,Bronze,Cycling,Robert Frstemann
Australia,2012,Bronze,Rowing,Karsten Forsterling
United States,2012,Gold,Basketball,Sylvia Shaqueria Fowles
Australia,2012,Silver,Canoeing,"Jessica Esther ""Jess"" Fox"
Great Britain,2012,Silver,Equestrianism,William Speed Lane Fox-Pitt
United States,2012,Gold,Rowing,"Zsuzsanna ""Susan"" Francia"
Italy,2012,Gold,Archery,Michele Frangilli
United States,2012,Bronze,Swimming,"Melissa Jeanette ""Missy"" Franklin"
United States,2012,Gold,Swimming,"Melissa Jeanette ""Missy"" Franklin"
United States,2012,Gold,Swimming,"Melissa Jeanette ""Missy"" Franklin"
United States,2012,Gold,Swimming,"Melissa Jeanette ""Missy"" Franklin"
United States,2012,Gold,Swimming,"Melissa Jeanette ""Missy"" Franklin"
Germany,2012,Bronze,Taekwondo,Helena Fromm
Great Britain,2012,Bronze,Cycling,"Christopher Clive ""Chris"" Froome"
Germany,2012,Gold,Hockey,Florian Fuchs
Japan,2012,Silver,Swimming,Takuro Fujii
Japan,2012,Silver,Table Tennis,Ai Fukuhara
Japan,2012,Silver,Football,Miho Fukumoto
Germany,2012,Gold,Hockey,Moritz Frste
Japan,2012,Silver,Archery,Takaharu Furukawa
Italy,2012,Gold,Archery,Marco Galiazzo
Italy,2012,Silver,Water Polo,Valentino Gallo
United States,2012,Bronze,Athletics,Justin Alexander Gatlin
United States,2012,Bronze,Rowing,Scott Hunter Gault
Canada,2012,Bronze,Football,Robyn Krista Gayle
Italy,2012,Silver,Water Polo,Massimo Giacoppo
Great Britain,2012,Silver,Judo,Gemma Jeanette Gibbons
Canada,2012,Silver,Rowing,"Robert Michael ""Rob"" Gibson"
France,2012,Gold,Handball,Bertrand Fabien Gille
France,2012,Gold,Handball,Guillaume Alain Gille
France,2012,Gold,Swimming,Fabien Pierre Aurlien Dominique Gilot
Australia,2012,Silver,Rowing,Drew Cameron Ginn
Italy,2012,Silver,Water Polo,Alex Giorgetti
Italy,2012,Bronze,Volleyball,Andrea Giovi
Canada,2012,Bronze,Weightlifting,Christine Girard
Italy,2012,Silver,Water Polo,Niccol Gitto
Canada,2012,Bronze,Cycling,Jasmin Glaesser
Great Britain,2012,Gold,Rowing,Helen Rachel M. Glover
France,2012,Bronze,Judo,Priscilla Gneto
France,2012,Silver,Shooting,Cline Sandrine Francine Goberville
France,2012,Silver,Basketball,Elodie Godin
Australia,2012,Bronze,Hockey,"Matthew ""Matt"" Gohdes"
France,2012,Silver,Basketball,milie Gomis
United States,2012,Bronze,Cycling,Georgia Gould
Australia,2012,Bronze,Hockey,Kieran Govers
Great Britain,2012,Bronze,Athletics,"Robert Karl ""Robbie"" Grabarz"
France,2012,Silver,Taekwondo,Anne-Caroline Graffe
Great Britain,2012,Gold,Rowing,Katherine Jane Grainger
Great Britain,2012,Gold,Rowing,"Alexander John ""Alex"" Gregory"
United States,2012,Silver,Swimming,"Matthew ""Matt"" Grevers"
United States,2012,Gold,Swimming,"Matthew ""Matt"" Grevers"
United States,2012,Gold,Swimming,"Matthew ""Matt"" Grevers"
Italy,2012,Bronze,Swimming,Martina Grimaldi
Germany,2012,Gold,Rowing,Tim Grohmann
France,2012,Silver,Basketball,Sandrine Gruda
France,2012,Bronze,Wrestling,Steeve Franois Fabien Gunot
France,2012,Gold,Handball,Michal Yves Robert Guigou
Canada,2012,Silver,Rowing,Krista Guloien
Sweden,2012,Silver,Handball,Mattias Oskar Gustafsson
Australia,2012,Bronze,Water Polo,Kate Gynther
Hungary,2012,Gold,Swimming,Dniel Gyurta
Japan,2012,Bronze,Swimming,Kosuke Hagino
Germany,2012,Silver,Gymnastics,Fabian Hambchen
United States,2012,Silver,Cycling,Sarah Kathryn Hammer (-Sparks)
United States,2012,Silver,Cycling,Sarah Kathryn Hammer (-Sparks)
United States,2012,Gold,Shooting,Vincent Hancock
United States,2012,Silver,Volleyball,Tayyiba Mumtaz Haneef-Park
Germany,2012,Gold,Hockey,Martin Hner
United States,2012,Bronze,Swimming,Brendan Joseph Hansen
United States,2012,Gold,Swimming,Brendan Joseph Hansen
Canada,2012,Silver,Rowing,Janine Hanson
United States,2012,Silver,Athletics,"James Edward ""Trey"" Hardee, III"
United States,2012,Gold,Basketball,"James Edward Harden, Jr."
United States,2012,Bronze,Swimming,Jessica Adele Hardy (-Meichtry)
United States,2012,Gold,Swimming,Jessica Adele Hardy (-Meichtry)
United States,2012,Silver,Volleyball,Christa Deanne Harmotto-Dietzen
France,2012,Bronze,Taekwondo,Marlne Harnois
United States,2012,Silver,Athletics,"Dawn Harper (-Everhart, -Nelson)"
United States,2012,Gold,Judo,Kayla Harrison
Australia,2012,Bronze,Basketball,Kristi Lee Harrower
Germany,2012,Gold,Athletics,Robert Harting
Hungary,2012,Bronze,Wrestling,Gbor Hatos
Germany,2012,Gold,Hockey,Tobias Constantin Hauke
Japan,2012,Bronze,Archery,Ren Hayakawa
Canada,2012,Bronze,Swimming,Brent Matthew Hayden
Great Britain,2012,Bronze,Canoeing,Liam Nicholas Heath
United States,2012,Gold,Football,Tobin Powell Heath
Germany,2012,Silver,Fencing,Britta Heidemann
Germany,2012,Bronze,Athletics,Betty Heidler
Australia,2012,Silver,Cycling,Michael David Hepburn
Great Britain,2012,Gold,Equestrianism,Carl Rupert Hester
Canada,2012,Bronze,Diving,Emilie-Joane Heymans
Great Britain,2012,Bronze,Rowing,Phelan Peter Hill
Great Britain,2012,Gold,Cycling,Philip Hindes
Japan,2012,Silver,Table Tennis,Sayaka Hirano
Japan,2012,Silver,Judo,Hiroaki Hiraoka
United States,2012,Silver,Volleyball,Megan Hodge
Germany,2012,Bronze,Canoeing,Max Hoff
United States,2012,Bronze,Athletics,Michael Reese Hoffa
Germany,2012,Bronze,Canoeing,Martin Hollstein
Germany,2012,Bronze,Athletics,Raphael Marcel Holzdeppe
France,2012,Gold,Handball,Samuel Honrubia
United States,2012,Silver,Volleyball,Destinee Dante Hooker
Australia,2012,Silver,Rowing,Kate Hornsey
Japan,2012,Bronze,Swimming,Natsumi Hoshi
Great Britain,2012,Gold,Rowing,Sophie Hannah Marguerite Hosking
United States,2012,Gold,Swimming,"Charles ""Charlie"" Houchin"
Canada,2012,Silver,Rowing,Malcolm Howard
Great Britain,2012,Gold,Cycling,"Christopher Andrew ""Chris"" Hoy"
Great Britain,2012,Gold,Cycling,"Christopher Andrew ""Chris"" Hoy"
Great Britain,2012,Silver,Rowing,Mark John Hunter
United States,2012,Bronze,Fencing,Courtney Lyn Hurley
United States,2012,Bronze,Fencing,Kelley Anne Hurley
Canada,2012,Bronze,Wrestling,Carol Huynh
Japan,2012,Gold,Wrestling,Kaori Icho
United States,2012,Gold,Basketball,Andre Tyler Iguodala
Germany,2012,Bronze,Canoeing,Andreas Ihle
Japan,2012,Bronze,Volleyball,Kaori Inoue
United States,2012,Bronze,Diving,Kristian Bettega Ipsen
Japan,2012,Bronze,Swimming,Ryosuke Irie
Japan,2012,Silver,Swimming,Ryosuke Irie
Japan,2012,Silver,Swimming,Ryosuke Irie
Japan,2012,Silver,Table Tennis,Kasumi Ishikawa
Japan,2012,Silver,Football,Mana Iwabuchi
Japan,2012,Silver,Football,Azusa Iwashimizu
Australia,2012,Bronze,Basketball,Lauren Elizabeth Jackson
Sweden,2012,Silver,Handball,Johan Mikael Jakobsson
United States,2012,Gold,Basketball,LeBron Raymone James
Great Britain,2012,Gold,Rowing,"Thomas Watkin ""Tom"" James"
Great Britain,2012,Silver,Swimming,Michael John Jamieson
Australia,2012,Bronze,Basketball,Rachel Jarry
United States,2012,Bronze,Taekwondo,Terrence DeAndre Jennings
Australia,2012,Gold,Sailing,Iain Jensen
Sweden,2012,Silver,Handball,Eric Gsta Magnus Jernemyr
United States,2012,Silver,Athletics,Carmelita Jeter
United States,2012,Bronze,Athletics,Carmelita Jeter
United States,2012,Gold,Athletics,Carmelita Jeter
Germany,2012,Gold,Rowing,Eric Johannesen
United States,2012,Silver,Diving,"Abigail Louise ""Abby"" Johnston"
France,2012,Gold,Handball,Guillaume Joli
United States,2012,Gold,Basketball,Asjha Takera Jones
United States,2012,Silver,Swimming,Cullen Andrew Jones
United States,2012,Silver,Swimming,Cullen Andrew Jones
United States,2012,Gold,Swimming,Cullen Andrew Jones
Great Britain,2012,Gold,Taekwondo,Jade Louise Jones
Australia,2012,Silver,Swimming,Leisel Marie Jones
Germany,2012,Bronze,Fencing,Peter Joppich
Great Britain,2012,Gold,Boxing,Anthony Oluwafemi Olaseni Joshua
Germany,2012,Gold,Equestrianism,Michael Jung
Germany,2012,Gold,Equestrianism,Michael Jung
Japan,2012,Silver,Football,Ayumi Kaihori
Sweden,2012,Silver,Handball,Jonas Daniel Gustav Kllman
United States,2012,Bronze,Rowing,Megan Elizabeth Kalmoe
United States,2012,Silver,Archery,"Jacob Robert ""Jake"" Linde-Kaminski "
Hungary,2012,Silver,Canoeing,Zoltn Kammerer
Japan,2012,Bronze,Archery,Miki Kanie
Japan,2012,Bronze,Volleyball,Maiko Kano
France,2012,Gold,Handball,Nikola Karabatic
France,2012,Gold,Handball,Daouda Karabou
Sweden,2012,Silver,Handball,Bror Mikael Tobias Karlsson
Japan,2012,Silver,Gymnastics,Ryohei Kato
Japan,2012,Bronze,Swimming,Yuka Kato
Australia,2012,Bronze,Hockey,Fergus Kavanagh
Japan,2012,Bronze,Archery,Kaori Kawanaka
Japan,2012,Silver,Football,Nahomi Kawasumi
Great Britain,2012,Gold,Cycling,Peter Kennaugh
Great Britain,2012,Gold,Cycling,Jason Francis Kenny
Great Britain,2012,Gold,Cycling,Jason Francis Kenny
Japan,2012,Bronze,Volleyball,Saori Kimura
Great Britain,2012,Gold,Cycling,"Danielle ""Dani"" King (-Rowe)"
Japan,2012,Silver,Football,Yukari Kinga
Japan,2012,Silver,Swimming,Kosuke Kitajima
Germany,2012,Bronze,Fencing,Benjamin Philip Kleibrink
Germany,2012,Gold,Equestrianism,Ingrid Klimke (-Busacker)
United States,2012,Gold,Athletics,Bianca Knight
Australia,2012,Bronze,Hockey,Mark William Knowles
Australia,2012,Bronze,Water Polo,Bronwen Knox
United States,2012,Bronze,Rowing,Kara Michelle Kohler
Hungary,2012,Gold,Canoeing,Roland Kkny
Germany,2012,Gold,Hockey,Oliver Korn
Hungary,2012,Silver,Canoeing,Katalin Kovcs
Hungary,2012,Gold,Canoeing,Katalin Kovcs
Hungary,2012,Gold,Canoeing,Danuta Kozk
Hungary,2012,Gold,Canoeing,Danuta Kozk
Germany,2012,Gold,Canoeing,Peter Kretschmer
Germany,2012,Gold,Rowing,Andreas Kuffner
Australia,2012,Gold,Swimming,Yolane Nicole Kukla
Hungary,2012,Silver,Canoeing,Tams Kulifai
Japan,2012,Silver,Football,Saki Kumagai
Germany,2012,Gold,Canoeing,Kurt Kuschela
Canada,2012,Bronze,Football,Kaylyn McKenzie Kyle
United States,2012,Silver,Athletics,"Erik Kynard, Jr."
France,2012,Silver,Basketball,Marion Laborde
Germany,2012,Silver,Equestrianism,Helen Langehanenberg
Great Britain,2012,Bronze,Rowing,"Matthew Keir ""Matt"" Langridge"
Sweden,2012,Silver,Handball,Jonas Erik Larholm
United States,2012,Gold,Swimming,Breeja Larson
United States,2012,Silver,Volleyball,Jordan Quinn Larson-Burbach
Italy,2012,Bronze,Volleyball,Michal Eryk Lasko
Italy,2012,Bronze,Rhythmic Gymnastics,Romina Laurito
France,2012,Gold,Athletics,Renaud Lavillenie
United States,2012,Bronze,Fencing,Maya Lawrence
France,2012,Silver,Basketball,Edwige Lawson-Wade
France,2012,Bronze,Swimming,Mylne Lazare
Canada,2012,Bronze,Football,Karina Chenelle LeBlanc
United States,2012,Gold,Swimming,"Kathleen Genevieve ""Katie"" Ledecky"
France,2012,Gold,Swimming,Clment Lefert
France,2012,Silver,Swimming,Clment Lefert
France,2012,Bronze,Judo,Ugo Legrand
France,2012,Bronze,Athletics,Christophe Alexandre Christian Lematre
Australia,2012,Gold,Swimming,"Lisbeth Constance ""Libby"" Lenton-Trickett"
Germany,2012,Silver,Canoeing,Carolin Leonhardt
United States,2012,Gold,Football,Amy Elizabeth LePeilbet
France,2012,Silver,Basketball,Florence Lepron
United States,2012,Gold,Football,Sydney Rae Leroux (-Dwyer)
France,2012,Gold,Swimming,Amaury Raymond Leveaux
France,2012,Silver,Swimming,Amaury Raymond Leveaux
United States,2012,Bronze,Swimming,Caitlin Leverenz
Germany,2012,Silver,Cycling,Maximilian Levy
Germany,2012,Bronze,Cycling,Maximilian Levy
United States,2012,Bronze,Gymnastics,Danell Johan Leyva Gonzalez
United States,2012,Silver,Swimming,Jason Edward Lezak
Sweden,2012,Bronze,Wrestling,Jimmy Alexander Lidberg
Australia,2012,Bronze,Water Polo,Holly Lincoln-Smith
United States,2012,Gold,Rowing,Caroline Lind
United States,2012,Gold,Football,Carli Anne Lloyd (-Hollins)
France,2012,Bronze,Sailing,Jonathan Gatan Cdric Lobert
United States,2012,Silver,Swimming,Ryan Steven Lochte
United States,2012,Gold,Swimming,Ryan Steven Lochte
United States,2012,Bronze,Swimming,Ryan Steven Lochte
United States,2012,Silver,Swimming,Ryan Steven Lochte
United States,2012,Gold,Swimming,Ryan Steven Lochte
Australia,2012,Silver,Rowing,William Lockwood
United States,2012,Gold,Rowing,Esther Ruth  Lofgren
United States,2012,Gold,Rowing,"Eleanor ""Elle"" Logan"
Sweden,2012,Gold,Sailing,Fredrik Max Emil Lf
Hungary,2012,Silver,Wrestling,Tams Lrincz
Great Britain,2012,Bronze,Rowing,Constantine Michael Louloudis
United States,2012,Gold,Basketball,Kevin Wesley Love
Germany,2012,Silver,Swimming,Thomas Peter Lurz
Canada,2012,Gold,Trampolining,"Rosannagh ""Rosie"" MacLennan"
Great Britain,2012,Bronze,Hockey,Hannah Louise Macleod
Australia,2012,Bronze,Basketball,Kathleen MacLeod
United States,2012,Gold,Athletics,Tianna Madison-Bartoletta
Australia,2012,Silver,Swimming,James Magnussen
Australia,2012,Bronze,Swimming,James Magnussen
Great Britain,2012,Bronze,Hockey,Emily Maguire
Great Britain,2012,Gold,Equestrianism,"Benjamin Richard ""Ben"" Maher"
France,2012,Silver,Swimming,Grgory Mallet
United States,2012,Bronze,Judo,"Martilou ""Marti"" Malloy"
France,2012,Gold,Swimming,Florent Manaudou
United States,2012,Silver,Athletics,"Ronell Joshua ""Josh"" Mance"
Italy,2012,Bronze,Boxing,Vincenzo Mangiacapre
United States,2012,Silver,Athletics,"Leonel Ernesto ""Leo"" Manzano"
United States,2012,Gold,Gymnastics,McKayla Rose Maroney
United States,2012,Silver,Gymnastics,McKayla Rose Maroney
Hungary,2012,Bronze,Modern Pentathlon,dm Marosi
Canada,2012,Silver,Rowing,Darcy Marquardt
United States,2012,Bronze,Rowing,Adrienne Elizabeth  Martelli
Germany,2012,Silver,Cycling,Tony Martin
Japan,2012,Silver,Football,Karina Maruyama
Canada,2012,Silver,Rowing,Natalie Mastracci
Italy,2012,Bronze,Volleyball,Luigi Mastrangelo
Canada,2012,Bronze,Football,Diana Beverly Matheson
United States,2012,Gold,Water Polo,Courtney Lynn Kaiulani  Mathewson
Japan,2012,Bronze,Swimming,Takeshi Matsuda
Japan,2012,Silver,Swimming,Takeshi Matsuda
Japan,2012,Gold,Judo,Kaori Matsumoto
Japan,2012,Bronze,Wrestling,Ryutaro Matsumoto
Canada,2012,Silver,Rowing,Conlin McCabe
Australia,2012,Bronze,Water Polo,Alicia McCormack
United States,2012,Gold,Athletics,Francena Lynette McCorory
United States,2012,Gold,Basketball,Angel Lajuane McCoughtry
United States,2012,Bronze,Diving,"Nicholas Montgomery ""Nick"" McCrory"
Australia,2012,Bronze,Cycling,Kaarle McCulloch
United States,2012,Gold,Swimming,Tyler Tennant McGill
Great Britain,2012,Gold,Canoeing,"Edward Daniel ""Ed"" McKeever"
United States,2012,Gold,Swimming,"Matthew ""Matt"" McLean"
Australia,2012,Gold,Athletics,Sally McLellan-Pearson
Canada,2012,Bronze,Football,Erin Katrina McLeod
United States,2012,Bronze,Taekwondo,Paige Arielle McPherson
United States,2012,Silver,Athletics,Tony McQuay
Australia,2012,Bronze,Rowing,James McRae
Australia,2012,Gold,Cycling,Anna Maree Devenish Meares
Australia,2012,Bronze,Cycling,Anna Maree Devenish Meares
France,2012,Silver,Athletics,Mahiedine Mekhissi-Benabbad
Germany,2012,Gold,Rowing,Florian Mennigen
United States,2012,Gold,Athletics,Aries D'Andre Merritt
Great Britain,2012,Silver,Sailing,Hannah Louise Mills
United States,2012,Silver,Athletics,Manteo Mitchell
United States,2012,Gold,Football,Heather Blaine Mitts (-Feeley)
Japan,2012,Silver,Weightlifting,Hiromi Miyake
Japan,2012,Silver,Fencing,Ryo Miyake
Japan,2012,Silver,Football,Aya Miyama
United States,2012,Silver,Volleyball,Tamari Miyashiro
France,2012,Silver,Basketball,Nwal-Endn Miyem
Hungary,2012,Bronze,Wrestling,Pter Mdos
Italy,2012,Gold,Taekwondo,Carlo Molfetta
Italy,2012,Gold,Canoeing,Daniele Cristoforo Molmenti
Italy,2012,Bronze,Fencing,Aldo Montano
United States,2012,Gold,Basketball,Maya April Moore
Australia,2012,Bronze,Water Polo,Jane Moran
Italy,2012,Bronze,Gymnastics,Matteo Morandi
United States,2012,Gold,Football,"Alexandra Patricia ""Alex"" Morgan"
Australia,2012,Bronze,Rowing,"Christopher ""Chris"" Morgan"
Canada,2012,Silver,Rowing,Andranne Morin
France,2012,Silver,Rowing,Dorian Denis Mortelette
Canada,2012,Bronze,Football,Carmelina Moscato
France,2012,Silver,Swimming,Camille-Marie Manuella Muffat
France,2012,Gold,Swimming,Camille-Marie Manuella Muffat
France,2012,Bronze,Swimming,Camille-Marie Manuella Muffat
Great Britain,2012,Bronze,Taekwondo,Lutalo Massop-Muhammad
Germany,2012,Gold,Rowing,Lukas Mller
Germany,2012,Gold,Hockey,"Maximillian ""Max"" Mller"
Japan,2012,Gold,Boxing,Ryota Murata
Japan,2012,Bronze,Athletics,Koji Alexander Murofushi
Great Britain,2012,Gold,Tennis,"Andrew Barron ""Andy"" Murray"
Great Britain,2012,Silver,Tennis,"Andrew Barron ""Andy"" Murray"
